color,rarity,id,name,hasDamage,damageMode,scaleNumbers,clause,originalDescription,missingScale
blue,卓越,jianpo_xukong,剑破虚空,Y,持续伤害,7.98|0.125,对目标及其周围最多2个目标造成(7.98*攻击力)点伤害，使当前目标减速且无法施展轻功招式，持续2秒，并获得一层“急曲”效果，每3秒受到(0.125*攻击力)点伤害，持续18秒，最多叠加3层,对目标及其周围最多2个目标造成(7.98*攻击力)点伤害，使当前目标减速且无法施展轻功招式，持续2秒，并获得一层“急曲”效果，每3秒受到(0.125*攻击力)点伤害，持续18秒，最多叠加3层。,N
blue,卓越,jian_zhu_tian_di,剑主天地,Y,持续伤害,0.125,急曲:每3秒造成(0.125*攻击力)点伤害，持续18秒，可以叠加3层,对目标造成(3.8541*攻击力)点伤害，并附带1层急曲效果，若目标已存在3层急曲则直接引爆。 急曲:每3秒造成(0.125*攻击力)点伤害，持续18秒，可以叠加3层。,N
blue,卓越,jian_zhu_tian_di,剑主天地,Y,引爆/爆炸伤害,3.8541,对目标造成(3.8541*攻击力)点伤害，并附带1层急曲效果，若目标已存在3层急曲则直接引爆,对目标造成(3.8541*攻击力)点伤害，并附带1层急曲效果，若目标已存在3层急曲则直接引爆。 急曲:每3秒造成(0.125*攻击力)点伤害，持续18秒，可以叠加3层。,N
blue,卓越,jiang_chun_zhu_xiu,绛唇珠袖,Y,直接伤害,0.5,以剑气击伤敌人心脉，使其施展轻功则2秒内无法施展招式，并受到（0.5*攻击力)点伤害，持续9秒,以剑气击伤敌人心脉，使其施展轻功则2秒内无法施展招式，并受到（0.5*攻击力)点伤害，持续9秒。,N
blue,卓越,jieyang,截阳,Y,直接伤害,6.26,对目标造成(6.26攻击力)点伤害，对目标添加3层无法卸除持续30秒的“绝脉”效果：招式调息速度降低1%,对目标造成(6.26攻击力)点伤害，对目标添加3层无法卸除持续30秒的“绝脉”效果：招式调息速度降低1%。,N
blue,卓越,jing_hong_you_long,惊鸿游龙,Y,直接伤害,,自身躲闪率提高65%，受到的内功伤害降低45%，持续10秒,自身躲闪率提高65%，受到的内功伤害降低45%，持续10秒。,N
blue,卓越,jing_shi_po_mo_ji,净世破魔击,Y,直接伤害,1.1197,冲刺并对12尺内的目标造成3次(1.1197*攻击力)点伤害，且每次卸除目标混元、阳性、阴性、毒性增益气劲各一个,冲刺并对12尺内的目标造成3次(1.1197*攻击力)点伤害，且每次卸除目标混元、阳性、阴性、毒性增益气劲各一个。,N
blue,卓越,kang_long_you_hui,亢龙有悔,Y,持续伤害,3.4750|0.1,对目标造成2次(3.4750*攻击力)点伤害，并使其每2秒受到(0.1攻击力)点伤害，持续24秒，可叠加2层,对目标造成2次(3.4750*攻击力)点伤害，并使其每2秒受到(0.1攻击力)点伤害，持续24秒，可叠加2层。,N
blue,卓越,lian_huan_nu,连环弩,Y,直接伤害,0.8125|1.0500|1.3125,第一枚箭造成(0.8125*攻击力)点外功伤害，第二枚箭造成(1.0500*攻击力)点外功伤害，第三枚箭造成(1.3125*攻击力)点外功伤害,每1秒对目标发射一枚弩箭，一共发射3支。第一枚箭造成(0.8125*攻击力)点外功伤害，第二枚箭造成(1.0500*攻击力)点外功伤害，第三枚箭造成(1.3125*攻击力)点外功伤害。。若目标离自己小于15尺，则每枚箭都击退目标4尺。该招式免疫打断。,N
blue,卓越,liang_yi_hua_xing,两仪化形,Y,直接伤害,4.5260,对目标造成(4.5260*攻击力)点伤害,对目标造成(4.5260*攻击力)点伤害。,N
blue,卓越,lin_shi_fei_zhua,临时飞爪,N,无伤害,,,将自身牵引至标记位置，非战斗中使用时将返还部分调息时间。,N
blue,卓越,long_yin,龙吟,Y,直接伤害,0.6500,龙吟一击，对目标造成(0.6500*攻击力)点伤害,龙吟一击，对目标造成(0.6500*攻击力)点伤害。若招式会心则立刻重置调息时间。,N
blue,卓越,long_zhan_yu_ye,龙战于野,Y,直接伤害,3.4187,将前方10尺扇形范围的最多5个目标吸引到自身前方造成(3.4187*攻击力)点伤害,将前方10尺扇形范围的最多5个目标吸引到自身前方造成(3.4187*攻击力)点伤害。,N
blue,卓越,lv_ye_man_sheng,绿野蔓生,Y,直接伤害,0.5,解除自身控制，使用藤蔓种子，环绕自身形成藤蔓装甲，使得距离自身6尺内的敌对目标攻击自身时将被击退并对其造成(0.5攻击力)点伤害，敌方无法通过对自身冲刺接近6尺(对区域的冲刺则不受影响),解除自身控制，使用藤蔓种子，环绕自身形成藤蔓装甲，使得距离自身6尺内的敌对目标攻击自身时将被击退并对其造成(0.5攻击力)点伤害，敌方无法通过对自身冲刺接近6尺(对区域的冲刺则不受影响)。期间免疫控制(击退和被拉除外)，持续5秒。,N
blue,卓越,mie,灭,Y,直接伤害,2.6937|11.2437,当自身血量高于10%时对目标造成(2.6937*攻击力)点伤害，若自身气血低于10%，则对目标造成(11.2437*攻击力)点伤害，并使自身3秒内不会重伤,当自身血量高于10%时对目标造成(2.6937*攻击力)点伤害，若自身气血低于10%，则对目标造成(11.2437*攻击力)点伤害，并使自身3秒内不会重伤。,N
blue,卓越,mohe_wuliang,摩诃无量,Y,额外伤害,4.4947,对目标造成(4.4947*攻击力)点伤害，并击倒3秒，击倒自然结束时若目标血量低于30%则额外眩晕2秒,对目标造成(4.4947*攻击力)点伤害，并击倒3秒，击倒自然结束时若目标血量低于30%则额外眩晕2秒。,N
blue,卓越,na_yun_shi,拿云式,Y,真实伤害,6.7447,目标血量低于30%方可施展，对其造成(6.7447*攻击力)点伤害外加最大生命值10%的真实伤害,目标血量低于30%方可施展，对其造成(6.7447*攻击力)点伤害外加最大生命值10%的真实伤害。,N
blue,卓越,qixing_gongrui,七星拱瑞,N,无伤害,,,以七星罡气禁锢目标，使其定身，气血恢复速度提高，持续10秒，如果目标为非侠士单位，则持续1秒。任何伤害都会眩晕4秒，同一时间内只能使一个目标被定身，只能对人形目标施展。,N
blue,卓越,qu_ye_duan_chou,驱夜断愁,Y,直接伤害,4.2395,对目标造成(4.2395*攻击力)点伤害，造成伤害的50%将治疗自身,对目标造成(4.2395*攻击力)点伤害，造成伤害的50%将治疗自身。,N
blue,卓越,que_ta_zhi,鹊踏枝,N,无伤害,,,使你被命中几率降低70%，持续5秒，清除自身所有移动限制，并使你不受招式控制(击退和被拉除外)，持续3.5秒。,N
blue,卓越,ren_jian_he_yi,人剑合一,Y,引爆/爆炸伤害,0.5,引爆自身13尺范围内的气场，对气场周围6尺内最多5个目标造成（0.5攻击力)点伤害，若引爆友方的气场，则使他们定身5秒,引爆自身13尺范围内的气场，对气场周围6尺内最多5个目标造成（0.5攻击力)点伤害，若引爆友方的气场，则使他们定身5秒。,N
blue,卓越,san_cai_hua_sheng,三才化生,N,无伤害,,,对自身周围8尺内的最多6个目标造成锁足效果，持续9秒。目标在被锁足的后半段时间里若被伤害招式命中，则有50%几率解除其锁足效果,N
blue,卓越,she_ying,蛇影,Y,持续伤害,0.125,使目标每2秒受到(0.125*攻击力)点伤害伤害，持续12秒,使目标每2秒受到(0.125*攻击力)点伤害伤害，持续12秒。,N
blue,卓越,shengsi_jie,生死劫,Y,直接伤害,0.2604,对目标造成(0.2604*攻击力)点伤害，眩晕目标4秒，使目标12秒内受到的疗伤成效降低50%,对目标造成(0.2604*攻击力)点伤害，眩晕目标4秒，使目标12秒内受到的疗伤成效降低50%。,N
blue,卓越,sheng_tai_ji,生太极,N,无伤害,,,在自身脚下产生一个20尺范围气场，在气场范围内自身和友方目标将免疫控制(被推被拉除外)，气场持续10秒。,N
blue,卓越,sheng_ming_you,圣明佑,N,无伤害,,,立刻恢复自身20%气血最大值，同时10秒内使自身被命中几率降低20%。,N
blue,卓越,taxingxing,踏星行,N,无伤害,,,门派轻功，解除自身减速、锁足效果，使自身虚化浮空，被命中几率降低65%，移动速度提高30%，期间免疫控制且可自由漂浮，无法施展招式。,N
blue,卓越,tun_ri_yue,吞日月,N,无伤害,,,产生一个15尺的气场，范围内敌方不能施展轻功，持续15秒。,N
blue,卓越,wan_jian_gui_zong,万剑归宗,Y,直接伤害,2.1562,对周围6尺内的最多6个目标造成(2.1562*攻击力)点伤害，并使这些目标锁足3秒，减疗50%持续10秒,对周围6尺内的最多6个目标造成(2.1562*攻击力)点伤害，并使这些目标锁足3秒，减疗50%持续10秒。,N
blue,卓越,weituo_xianchu,韦陀献杵,Y,直接伤害,4.4947,对目标造成(4.4947*攻击力)点伤害，并使目标内外防等级降低30%，自身内外防提高30%，持续5秒,对目标造成(4.4947*攻击力)点伤害，并使目标内外防等级降低30%，自身内外防提高30%，持续5秒。,N
blue,卓越,wu_jianyu,无间狱,Y,直接伤害,,立即“修罗”附体，对10尺180°范围发起三段挥砍，对最多6个目标造成伤害，期间蓄力旋转一次链刃击退自身周围10尺最多6个目标造成伤害，持续10秒,立即“修罗”附体，对10尺180°范围发起三段挥砍，对最多6个目标造成伤害，期间蓄力旋转一次链刃击退自身周围10尺最多6个目标造成伤害，持续10秒。修罗会汲取造成伤害的30%恢复自身气血值。 第一次挥砍造成（4.18攻击力）点伤害 第二次挥砍造成（5.91攻击力）点伤害 第三次挥砍造成（7.57攻击力）点伤害，击退时造成（2.79攻击力）点伤害,Y
blue,卓越,wu_jianyu,无间狱,Y,直接伤害,,修罗会汲取造成伤害的30%恢复自身气血值,立即“修罗”附体，对10尺180°范围发起三段挥砍，对最多6个目标造成伤害，期间蓄力旋转一次链刃击退自身周围10尺最多6个目标造成伤害，持续10秒。修罗会汲取造成伤害的30%恢复自身气血值。 第一次挥砍造成（4.18攻击力）点伤害 第二次挥砍造成（5.91攻击力）点伤害 第三次挥砍造成（7.57攻击力）点伤害，击退时造成（2.79攻击力）点伤害,Y
blue,卓越,wu_jianyu,无间狱,Y,直接伤害,4.18|5.91|7.57|2.79,第一次挥砍造成（4.18攻击力）点伤害 第二次挥砍造成（5.91攻击力）点伤害 第三次挥砍造成（7.57攻击力）点伤害，击退时造成（2.79攻击力）点伤害,立即“修罗”附体，对10尺180°范围发起三段挥砍，对最多6个目标造成伤害，期间蓄力旋转一次链刃击退自身周围10尺最多6个目标造成伤害，持续10秒。修罗会汲取造成伤害的30%恢复自身气血值。 第一次挥砍造成（4.18攻击力）点伤害 第二次挥砍造成（5.91攻击力）点伤害 第三次挥砍造成（7.57攻击力）点伤害，击退时造成（2.79攻击力）点伤害,N
blue,卓越,wu_wo_wu_jian,无我无剑,Y,直接伤害,6.8875,对目标造成(6.8875*攻击力)点伤害,对目标造成(6.8875*攻击力)点伤害。,N
blue,卓越,wu_xiang_jue,无相诀,Y,直接伤害,,10秒内受到的伤害降低50%，血量每减少25%，减伤效果提高10%，减伤效果自然结束血量低于10%则立刻恢复50%气血最大值,10秒内受到的伤害降低50%，血量每减少25%，减伤效果提高10%，减伤效果自然结束血量低于10%则立刻恢复50%气血最大值。,N
blue,卓越,wufang_xingjin,五方行尽,Y,直接伤害,0.5989,使自身会心效果提高20%，对选择区域范围内的最多6个目标均造成(0.5989*攻击力)点伤害，并使其锁足10.5秒,使自身会心效果提高20%，对选择区域范围内的最多6个目标均造成(0.5989*攻击力)点伤害，并使其锁足10.5秒。目标在被锁足的后半段持续时间里若被伤害招式命中，则有50%几率解除其锁足效果。,N
blue,卓越,wuyun_jiekong,五蕴皆空,N,无伤害,,,使目标眩晕5秒，并使其8秒内“蹑云逐月”招式移动速度降低70%。,N
blue,卓越,xi_bing_yu,洗兵雨,N,无伤害,,,击飞非治疗心法敌方目标的武器，使目标无法施展轻功以外的招式，持续5秒，武器将掉落至目标6尺位置，若目标拾取到地上的武器则提前解除此效果。,N
blue,卓越,xia_liu_bao_shi,霞流宝石,Y,直接伤害,0.5,立即对周围6尺内的最多10个目标均造成(0.5攻击力）点伤害并清除其阳性、混元性、阴性、毒性气劲各一个，并使其4秒内无法使用武器,立即对周围6尺内的最多10个目标均造成(0.5攻击力）点伤害并清除其阳性、混元性、阴性、毒性气劲各一个，并使其4秒内无法使用武器。,N
blue,卓越,xinzheng,心诤,Y,直接伤害,1.605,对6尺180度范围内最多5个目标造成（1.605攻击力）点伤害，每次造成伤害自身获得1层“讼言”，最多30层,持续舞棍3秒，过程免疫全部控制效果。对6尺180度范围内最多5个目标造成（1.605攻击力）点伤害，每次造成伤害自身获得1层“讼言”，最多30层。每层“讼言”提高会心3%。舞棍结束后打出一次12尺范围终结扫击造成（9.63攻击力）点伤害并消耗全部“讼言”。,N
blue,卓越,xinzheng,心诤,Y,直接伤害,9.63,舞棍结束后打出一次12尺范围终结扫击造成（9.63攻击力）点伤害并消耗全部“讼言”,持续舞棍3秒，过程免疫全部控制效果。对6尺180度范围内最多5个目标造成（1.605攻击力）点伤害，每次造成伤害自身获得1层“讼言”，最多30层。每层“讼言”提高会心3%。舞棍结束后打出一次12尺范围终结扫击造成（9.63攻击力）点伤害并消耗全部“讼言”。,N
blue,卓越,xu_ru_lin,徐如林,N,无伤害,,,天策府秘传武技，在自己的伤害招式命中敌人后，有50%的几率使自身气血与内力恢复5%，持续20秒。,N
blue,卓越,xuanshui_gu,玄水蛊,Y,直接伤害,0.1,对20尺内的敌方玩家施展造成(0.1攻击力)点伤害，使自身受到的55%伤害将由目标承担，持续8秒,对20尺内的敌方玩家施展造成(0.1攻击力)点伤害，使自身受到的55%伤害将由目标承担，持续8秒。,N
blue,卓越,yin_qiao,引窍,Y,引爆/爆炸伤害,9.2|0.5,对目标造成(9.2攻击力)点伤害，引爆所有“绝脉”，每层额外造成（0.5攻击力）点伤害,对目标造成(9.2攻击力)点伤害，引爆所有“绝脉”，每层额外造成（0.5攻击力）点伤害。,N
blue,卓越,ying_tian_shou_ming,应天授命,Y,直接伤害,,开启后8秒内受到伤害不再立刻结算，而是每秒结算一次期间受到的伤害，每次结算不超过自身最大血量的20%,开启后8秒内受到伤害不再立刻结算，而是每秒结算一次期间受到的伤害，每次结算不超过自身最大血量的20%。期间免疫受击僵直，每次受到攻击回复6%已损生命值。,Y
blue,卓越,you_yue_lun,幽月轮,Y,直接伤害,1.4010,对目标造成(1.4010*攻击力)点伤害，可以连续施展3次,对目标造成(1.4010*攻击力)点伤害，可以连续施展3次。,N
blue,卓越,yu_yu_cheng_feng,驭羽骋风,Y,直接伤害,,命令海雕将自身抓上天空，解除自身受控制状态，使自身免疫控制3秒并减少30%受到的伤害,命令海雕将自身抓上天空，解除自身受控制状态，使自身免疫控制3秒并减少30%受到的伤害。,N
blue,卓越,yuan,渊,N,无伤害,,,冲刺到友方目标身边，为其承受1次伤害，并击飞其周围5个目标。,N
blue,卓越,yun_fei_yu_huang,云飞玉皇,Y,额外伤害,10.2562|8.5937,对目标造成(10.2562*攻击力)点伤害，若目标处于自身4尺内则额外造成(8.5937攻击力)点伤害,对目标造成(10.2562*攻击力)点伤害，若目标处于自身4尺内则额外造成(8.5937攻击力)点伤害。,N
blue,卓越,zhan_wu_chang,斩无常,Y,持续伤害,0.9,可移动释放，挥舞武器进行持续旋转，每0.5秒对自身周围6尺内最多6个敌对目标造成(0.9攻击力)点伤害， 过程中自身受到伤害降低50%，免疫控制且可以格挡远程弹道技能的伤害，持续4秒,可移动释放，挥舞武器进行持续旋转，每0.5秒对自身周围6尺内最多6个敌对目标造成(0.9攻击力)点伤害， 过程中自身受到伤害降低50%，免疫控制且可以格挡远程弹道技能的伤害，持续4秒。降低伤害和格挡远程弹道技能的效果可以对自身6尺范围内的小队成员生效。,N
blue,卓越,zhu_yun_han_rui,逐云寒蕊,Y,直接伤害,,“逐云寒蕊”免疫控制，可以被攻击，受到范围伤害降低20%,解除自身控制，免疫控制持续3秒，并在自身脚下生成10尺范围的“逐云寒蕊”，持续10秒。小队成员在进入“逐云寒蕊”短暂延迟后将隐匿其中，身形莫测无法被选中，“逐云寒蕊”消失、离开“逐云寒蕊”或者角色发动攻击后隐匿消失。“逐云寒蕊”免疫控制，可以被攻击，受到范围伤害降低20%。,N
blue,卓越,zhuan_qiankun,转乾坤,Y,直接伤害,,使纯阳诀下所有招式瞬发，不受无法施展内功招式效果的影响，并且自身受到的伤害降低70%，持续6秒，同时解除所有控制效果，自身免疫控制(击退和被拉除外)，持续4秒,使纯阳诀下所有招式瞬发，不受无法施展内功招式效果的影响，并且自身受到的伤害降低70%，持续6秒，同时解除所有控制效果，自身免疫控制(击退和被拉除外)，持续4秒。,N
purple,珍奇,bang_hua_sui_liu,傍花随柳,Y,直接伤害,1.0,使目标8秒内获得3层“傍花随柳”效果，每层“傍花随柳”目标施展任何招式将受到（1.0攻击力）伤害，最后1层“傍花随柳”时将沉默目标4秒,使目标8秒内获得3层“傍花随柳”效果，每层“傍花随柳”目标施展任何招式将受到（1.0攻击力）伤害，最后1层“傍花随柳”时将沉默目标4秒。,N
purple,珍奇,bu_wei_an_xing,怖畏暗刑,N,无伤害,,,使目标无法使用武器，持续4秒。,N
purple,珍奇,fu_rong_bing_di,芙蓉并蒂,Y,持续伤害,0.5989,对目标造成(0.5989*攻击力)点伤害，并使其定身，受到伤害提高10%，持续1秒，若自身已经学习“商阳指”“兰摧玉折”“钟林毓秀”则会给目标添加对应持续伤害,对目标造成(0.5989*攻击力)点伤害，并使其定身，受到伤害提高10%，持续1秒，若自身已经学习“商阳指”“兰摧玉折”“钟林毓秀”则会给目标添加对应持续伤害。,N
purple,珍奇,gu_ying_hua_shuang,孤影化双,N,无伤害,,,解除自身控制效果并在自身位置创建残影保存自身技能调息时间、气血、内力状态，持续7秒。 结束后解除自身所有受控状态并召唤影子附着自身，使自身技能调息时间、气血、内力状态恢复至记录时的状态。,N
purple,珍奇,guchong_xianji,蛊虫献祭,N,无伤害,,,血量高于35%方可施展，消耗自身30%气血值，获得50%气血最大值护盾，并在10秒内恢复30%气血值，该招式可以在被控制时施展。献祭将解除自身控制效果，并使自身免疫控制(击退和被拉除外)持续5秒。,N
purple,珍奇,kong_que_ling,孔雀翎,Y,额外伤害,3.2375|1.963,对目标及其周围3个目标造成(3.2375*攻击力)点伤害，并使其6秒内移动速度降低50%，同时目标受到的下8次攻击将受到额外（1.963攻击力)点伤害(每0.5秒最多触发一次),对目标及其周围3个目标造成(3.2375*攻击力)点伤害，并使其6秒内移动速度降低50%，同时目标受到的下8次攻击将受到额外（1.963攻击力)点伤害(每0.5秒最多触发一次)。,N
purple,珍奇,kuang_long_luan_wu,狂龙乱舞,Y,直接伤害,2.8750,成功运功会于前方位置唤起雷云，雷云每秒对半径8尺内最多5个敌方目标造成(2.8750*攻击力)点伤害，雷云持续6秒,成功运功会于前方位置唤起雷云，雷云每秒对半径8尺内最多5个敌方目标造成(2.8750*攻击力)点伤害，雷云持续6秒。,N
purple,珍奇,lei_ting_zhen_nu,雷霆震怒,N,无伤害,,,使目标眩晕，不受任何增益效果影响，持续15秒。,N
purple,珍奇,long_xiao_jiu_tian,龙啸九天,Y,直接伤害,0.5,使自身受到的伤害降低60%，持续6秒，并击飞自身半径6尺范围内最多5个目标造成(0.5攻击力)点伤害,解除自身控制效果并免疫控制效果，持续3秒；使自身受到的伤害降低60%，持续6秒，并击飞自身半径6尺范围内最多5个目标造成(0.5攻击力)点伤害。施展过程中不受控制效果的影响(被拉除外)。同时能够击毁攻击范围内最多5个气场和可见机关。,N
purple,珍奇,zhenshen_xingsi,龙牙,Y,直接伤害,9.5000,冲向目标，对目标造成(9.5000*攻击力)点伤害,冲向目标，对目标造成(9.5000*攻击力)点伤害。,N
purple,珍奇,nuwa_butian,女娲补天,Y,直接伤害,,祈求女娲指引，进入补天姿态，基础攻击力提高100%，免疫锁足、减速效果，移动速度降低50%，受到的伤害降低50%，运功不会被伤害打退，持续20秒,祈求女娲指引，进入补天姿态，基础攻击力提高100%，免疫锁足、减速效果，移动速度降低50%，受到的伤害降低50%，运功不会被伤害打退，持续20秒。若骑乘坐骑将使你脱离这个姿态。,N
purple,珍奇,qiandie_turui,千蝶吐瑞,N,无伤害,,,需持续运功，8秒内每0.5秒为半径20尺范围内气血百分比最低的一名小队或团队成员恢复14489点气血值，该招式不会被打退、打断，持续期间自身不受控制招式影响,N
purple,珍奇,qiang_zhu_shi,抢珠式,N,无伤害,,,打断目标运功，使其不能施展轻功以外的招式，持续4秒。,N
purple,珍奇,sanliu_xia,散流霞,N,无伤害,,,解除受控效果，向前翻越10尺，使自身5秒内无法被敌人选中且移动速度提高20%， 效果期间每秒回复2%气血最大值，主动施展技能将提前解除该效果。,N
purple,珍奇,she_shen_jue,舍身诀,Y,直接伤害,,解除友方目标的受控效果(击倒除外)，使其受到的伤害降低30%，并为队友目标承担100%伤害，持续10秒,解除友方目标的受控效果(击倒除外)，使其受到的伤害降低30%，并为队友目标承担100%伤害，持续10秒,N
purple,珍奇,shi_fang_xuan_ji,十方玄机,N,无伤害,,,运功3秒，选择一个敌对玩家进行伪装，可以完全切换成其外观表现，并且自身与所有人成为友好势力，清除自身仇恨效果，免疫任何伤害，持续20秒。自身使用任何门派技能都会使伪装失效。,N
purple,珍奇,shou_ru_shan,守如山,Y,直接伤害,,使自身受到的伤害降低80%，持续8秒,使自身受到的伤害降低80%，持续8秒。,N
purple,珍奇,tiandi_wuji,天地无极,Y,直接伤害,3.6000,对目标造成(3.6000*攻击力)点伤害，并隐身3秒，施展任何招式都将提前解除隐身效果,对目标造成(3.6000*攻击力)点伤害，并隐身3秒，施展任何招式都将提前解除隐身效果。,N
purple,珍奇,ting_feng_chui_xue,听风吹雪,N,无伤害,,,平衡自身与友方目标气血值百分比后，再额外恢复双方气血最大值20%。,N
purple,珍奇,wu_an_mi_yun,雾暗迷云,N,无伤害,,,施展招式后使目标陷入持续7秒的“迷云”状态：施展招式时生效的目标随机选择，不分敌我。迷云状态结束后，目标获得“雾释”效果，效果持续期间不会再次陷入“迷云”。,N
purple,珍奇,xiao_zui_kuang,笑醉狂,Y,额外伤害,,解除自身控制效果，持续运功9秒，持续期间受到的伤害降低50%且免疫控制效果，每1秒回复最大气血值5%，完整运功额外回复30%最大气血值,解除自身控制效果，持续运功9秒，持续期间受到的伤害降低50%且免疫控制效果，每1秒回复最大气血值5%，完整运功额外回复30%最大气血值。,N
purple,珍奇,xiao_ru_hu,啸如虎,N,无伤害,,,招式伤害提高30%，不受任何控制影响，20秒内受到攻击不会重伤。,N
purple,珍奇,changzhen,长针,N,无伤害,,,恢复友方目标138598点气血值。,N
purple,珍奇,zhen_shan_he,镇山河,N,无伤害,,,产生一个10尺的气场，范围内队友获得镇山河，并解除外功、阴性、混元性、阳性、毒性和点穴的不利效果，持续8秒。该招式的施放无视任何控制效果。,N
purple,珍奇,zhuiming_jian,追命箭,Y,额外伤害,6.4937,对目标造成(6.4937*攻击力)点伤害，若目标血量高于60%则追加50%额外伤害,对目标造成(6.4937*攻击力)点伤害，若目标血量高于60%则追加50%额外伤害。,N
purple,珍奇,zhuo_ying_shi,捉影式,N,无伤害,,,将前方一定距离内的敌方目标拉到身前，之后使目标无法施展轻功，持续5秒。,N